title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
How to Be an Antiracist (Random House Large Print),,"[""Books"",""History"",""Americas""]",,,,,,,"[{""name"":""Kindle"",""price"":""$13.99"",""url"":""/How-Be-Antiracist-Ibram-Kendi-ebook/dp/B07D2364N5""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/How-to-Be-an-Antiracist-audiobook/dp/B07TT85KLQ""},{""name"":""Hardcover"",""price"":""$15.16"",""url"":""/How-Be-Antiracist-Ibram-Kendi/dp/0525509283""},{""name"":""Audio CD"",""price"":""$35.00"",""url"":""/How-Be-Antiracist-Ibram-Kendi/dp/0593395700""}]",0593396804,,0593396804,"https://images-na.ssl-images-amazon.com/images/I/51YernfYSpL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,Amazon,['Ibram X. Kendi']
How to Draw Cool Stuff: A Drawing Guide for Teachers and Students,,"[""Books"",""Arts & Photography"",""Graphic Design""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/How-Draw-Cool-Stuff-Teachers-ebook/dp/B074CDJPNK""},{""name"":""Hardcover"",""price"":""$21.99"",""url"":""/How-Draw-Cool-Stuff-Teachers/dp/0999275801""}]",0615991424,,0615991424,"https://images-na.ssl-images-amazon.com/images/I/518psLZ8SuL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,goodwill_industries_of_san_diego,['Catherine V Holmes']
Hatchet,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Hatchet-Brians-Saga-Book-1-ebook/dp/B002MBLU9U""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hatchet-Gary-Paulsen-audiobook/dp/B0000X8R9S""},{""name"":""Paperback"",""price"":""$6.10"",""url"":""/Hatchet-Gary-Paulsen/dp/1416936475""},{""name"":""Mass Market Paperback"",""price"":""$6.51"",""url"":""/Hatchet-Gary-Paulsen/dp/1416936467""},{""name"":""Audio CD"",""price"":""$25.00"",""url"":""/Hatchet-Gary-Paulsen/dp/0807204773""}]",0689840926,,0689840926,"https://images-na.ssl-images-amazon.com/images/I/6170Z+smIsL._SY344_BO1,204,203,200_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,-OnTimeBooks-,['Gary Paulsen']
Hatchet,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Hatchet-Brians-Saga-Book-1-ebook/dp/B002MBLU9U""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hatchet-Gary-Paulsen-audiobook/dp/B0000X8R9S""},{""name"":""Hardcover"",""price"":""$11.59"",""url"":""/Hatchet-Gary-Paulsen/dp/0689840926""},{""name"":""Paperback"",""price"":""$6.10"",""url"":""/Hatchet-Gary-Paulsen/dp/1416936475""},{""name"":""Mass Market Paperback"",""price"":""$6.51"",""url"":""/Hatchet-Gary-Paulsen/dp/1416936467""}]",0807204773,,0807204773,"https://images-na.ssl-images-amazon.com/images/I/61JBp4V++PL._SX258_BO1,204,203,200_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,Treasure Valley Books and Things,['Gary Paulsen']
Harry Potter and the Order of the Phoenix (Book 5),,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Harry-Potter-Order-Phoenix-Rowling-ebook/dp/B0192CTMXM""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Harry-Potter-Order-Phoenix-Book/dp/B017V4NLJ4""},{""name"":""Hardcover"",""price"":""$13.69"",""url"":""/Harry-Potter-Order-Phoenix-Book/dp/043935806X""},{""name"":""Paperback"",""price"":""$9.02"",""url"":""/Harry-Potter-Order-Phoenix-Rowling/dp/1338299182""},{""name"":""Mass Market Paperback"",""price"":""$8.52"",""url"":""/Harry-Potter-Phoenix-Market-Paperback/dp/1551927500""},{""name"":""Multimedia CD"",""price"":"""",""url"":""/Potter-Phoenix-POTTER-UNABRIDGED-Compact/dp/B00QORGNSQ""}]",0807220299,,0807220299,"https://images-na.ssl-images-amazon.com/images/I/51mIn6jlDHL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",4.9 out of 5 stars,,,,,,,,,,,,,,Bay State Book Company,['J. K. Rowling']
Harry Potter and the Prisoner of Azkaban (Book 3),,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Harry-Potter-Prisoner-Azkaban-Rowling-ebook/dp/B0192CTMX2""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Harry-Potter-Prisoner-Azkaban-Book/dp/B017V4NTFA""},{""name"":""Hardcover"",""price"":""$13.97"",""url"":""/Harry-Potter-Prisoner-Azkaban-Rowling/dp/0439136350""},{""name"":""Paperback"",""price"":""$8.16"",""url"":""/Harry-Potter-Prisoner-Azkaban-Rowling/dp/1338299166""},{""name"":""Mass Market Paperback"",""price"":""$31.79"",""url"":""/HARRY-POTTER-PRISONER-ASKAB-Rowling/dp/1551927047""}]",0807282324,,0807282324,"https://images-na.ssl-images-amazon.com/images/I/61S4FlFumEL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",4.9 out of 5 stars,,,,,,,,,,,,,,Jersey's Deals,['J. K. Rowling']
Harry Potter and the Goblet of Fire (Book 4),,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Harry-Potter-Goblet-Fire-Rowling-ebook/dp/B0192CTMUU""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Harry-Potter-Goblet-Fire-Book/dp/B017V4NQGM""},{""name"":""Hardcover"",""price"":""$14.36"",""url"":""/Harry-Potter-Goblet-Fire-Book/dp/0439139597""},{""name"":""Paperback"",""price"":""$6.92"",""url"":""/Harry-Potter-Goblet-Fire-Rowling/dp/0439139600""},{""name"":""Mass Market Paperback"",""price"":""$18.86"",""url"":""/Harry-Potter-Goblet-Fire-Rowling/dp/1551927063""},{""name"":""Multimedia CD"",""price"":"""",""url"":""/Potter-Goblet-POTTER-UNABRIDGED-Compact/dp/B00QORG9E4""}]",0807282596,,0807282596,"https://images-na.ssl-images-amazon.com/images/I/51rwzf9iytL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",4.9 out of 5 stars,,,,,,,,,,,,,,Crystal Frey,['J. K. Rowling']
Her,,"[""Books"",""Literature & Fiction"",""Poetry""]",,,,,,,"[{""name"":""Kindle"",""price"":""$8.99"",""url"":""/HER-Pierre-Alex-Jeanty-ebook/dp/B06XP6MYY6""}]",0997426586,,0997426586,"https://images-na.ssl-images-amazon.com/images/I/31AmuhkHJML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,My Corner BookstoreMy Corner BookstoreRich Media Direct,['Pierre Alex Jeanty']
How to Draw Cool Stuff: A Drawing Guide for Teachers and Students,,"[""Books"",""Arts & Photography"",""Graphic Design""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/How-Draw-Cool-Stuff-Teachers-ebook/dp/B074CDJPNK""},{""name"":""Paperback"",""price"":""$13.99"",""url"":""/How-Draw-Cool-Stuff-Teachers/dp/0615991424""}]",0999275801,,0999275801,"https://images-na.ssl-images-amazon.com/images/I/51rwDxzB6CL._SX218_BO1,204,203,200_QL40_ML2_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,Amazon,['Catherine V Holmes']
Homegoing: A novel,,"[""Books"",""Literature & Fiction"",""United States""]",,,,,,,"[{""name"":""Kindle"",""price"":""$11.99"",""url"":""/Homegoing-novel-Yaa-Gyasi-ebook/dp/B015VACH4U""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Homegoing-Yaa-Gyasi-audiobook/dp/B01D22VM0O""},{""name"":""Paperback"",""price"":""$13.53"",""url"":""/Homegoing-Yaa-Gyasi/dp/1101971061""},{""name"":""Audio CD"",""price"":""$23.98"",""url"":""/Homegoing-novel-Yaa-Gyasi/dp/0735209812""}]",1101947136,,1101947136,"https://images-na.ssl-images-amazon.com/images/I/518ikh-f+dL._SY344_BO1,204,203,200_.jpg",4.6 out of 5 stars,,,,,,,,,,,,,,EnlightenQuest,['Yaa Gyasi']
Homegoing,,"[""Books"",""Literature & Fiction"",""United States""]",,,,,,,"[{""name"":""Kindle"",""price"":""$11.99"",""url"":""/Homegoing-novel-Yaa-Gyasi-ebook/dp/B015VACH4U""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Homegoing-Yaa-Gyasi-audiobook/dp/B01D22VM0O""},{""name"":""Hardcover"",""price"":""$18.49"",""url"":""/Homegoing-novel-Yaa-Gyasi/dp/1101947136""},{""name"":""Audio CD"",""price"":""$23.98"",""url"":""/Homegoing-novel-Yaa-Gyasi/dp/0735209812""}]",1101971061,,1101971061,"https://images-na.ssl-images-amazon.com/images/I/41UY3xTBq3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.6 out of 5 stars,,,,,,,,,,,,,,MjTreasuresCT,['Yaa Gyasi']
How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/How-Not-Die-Discover-Scientifically-ebook/dp/B00Y7USB14""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/How-Not-to-Die-audiobook/dp/B016CME5B4""},{""name"":""Paperback"",""price"":""$16.10"",""url"":""/How-Not-Die-Discover-scientifically/dp/1509852506""},{""name"":""Audio CD"",""price"":""$32.12"",""url"":""/How-Not-Die-Discover-Scientifically/dp/142726810X""}]",1250066115,,1250066115,"https://images-na.ssl-images-amazon.com/images/I/51OZMrqpfOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,kichoyproductions,['Michael Greger M. D Faclmgene Stone']
Humans,,"[""Books"",""Arts & Photography"",""Photography & Video""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Humans-Brandon-Stanton-ebook/dp/B085BKVZFQ""}]",1250114292,,1250114292,"https://images-na.ssl-images-amazon.com/images/I/51B-BOBtQtL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",4.9 out of 5 stars,,,,,,,,,,,,,,worldofbooksinc,['Brandon Stanton']
Hideaway: A Novel,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",,,,,,,"[{""name"":""Kindle"",""price"":""$11.99"",""url"":""/Hideaway-Novel-Nora-Roberts-ebook/dp/B07WQHHQGM""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hideaway-A-Novel/dp/B07YBJG9CL""},{""name"":""Paperback"",""price"":""$13.90"",""url"":""/Hideaway-Novel-Nora-Roberts/dp/1250207118""},{""name"":""Mass Market Paperback"",""price"":""$8.49"",""url"":""/Hideaway-Novel-Nora-Roberts/dp/1250831709""},{""name"":""Audio CD"",""price"":""$33.90"",""url"":""/Hideaway-Novel-Nora-Roberts-audio-cd/dp/125075240X""}]",125020710X,,125020710X,"https://images-na.ssl-images-amazon.com/images/I/51qS5vTXIcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.6 out of 5 stars,,,,,,,,,,,,,,Jenson Books Inc,['Nora Roberts']
House in the Cerulean Sea,,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]",,,,,,,"[{""name"":""Kindle"",""price"":""$12.99"",""url"":""/House-Cerulean-Sea-TJ-Klune-ebook/dp/B07QPHT8CB""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/House-Cerulean-Sea/dp/B084BS795T""},{""name"":""Hardcover"",""price"":""$14.89"",""url"":""/House-Cerulean-Sea-TJ-Klune/dp/1250217288""},{""name"":""Preloaded Digital Audio Player"",""price"":"""",""url"":""/House-Cerulean-Sea-T-Klune/dp/1250778875""}]",1250217318,,1250217318,"https://images-na.ssl-images-amazon.com/images/I/51Z3PbhDAPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,Amazon,['TJ Klune']
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",,"[""Books"",""Children's Books"",""Science Fiction & Fantasy""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Harry-Potter-Cursed-Child-Playscript-ebook/dp/B073P962D9""},{""name"":""Paperback"",""price"":""$7.98"",""url"":""/Harry-Potter-Cursed-Child-Parts/dp/133821666X""},{""name"":""Single Issue Magazine"",""price"":"""",""url"":""/Official-Broadway-Opening-Showbills-Playbills/dp/B07DM9CDZN""}]",1338099132,,1338099132,"https://images-na.ssl-images-amazon.com/images/I/518VhA3dH9L._SY291_BO1,204,203,200_QL40_ML2_.jpg",4.2 out of 5 stars,,,,,,,,,,,,,,BestselloneBestselloneVMG Books & Media,['J. K Rowlingjack Thornejohn Tiffany']
"Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production",,"[""Books"",""Children's Books"",""Arts, Music & Photography""]",,,,,2017/07/25,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Harry-Potter-Cursed-Child-Playscript-ebook/dp/B073P962D9""},{""name"":""Hardcover"",""price"":""$23.99"",""url"":""/Harry-Potter-Cursed-Child-Parts/dp/1338216678""},{""name"":""Single Issue Magazine"",""price"":"""",""url"":""/Official-Broadway-Opening-Showbills-Playbills/dp/B07DM9CDZN""}]",133821666X,,133821666X,"https://images-na.ssl-images-amazon.com/images/I/51yWqfmEZxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.2 out of 5 stars,,,,False,False,False,,,,,,,,HarryBat,['J. K. Rowlingjack Thornejohn Tiffany']
"Harry Potter and the Sorcerer's Stone: MinaLima Edition (Harry Potter, Book 1) (Illustrated edition) (1)",,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",,,,,,,"[{""name"":""Paperback"",""price"":""$62.11"",""url"":""/Harry-Potter-Philosophers-Stone-Minalima/dp/1526626586""}]",1338596705,,1338596705,"https://images-na.ssl-images-amazon.com/images/I/51P1Rfz5n3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.9 out of 5 stars,,,,,,,,,,,,,,Amazon,['Minalima']
Hamilton The Revolution,,"[""Books"",""Arts & Photography"",""Music""]",,,,,,,"[{""name"":""Kindle"",""price"":""$21.99"",""url"":""/Hamilton-Revolution-Lin-Manuel-Miranda-ebook/dp/B015X056G4""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hamilton-audiobook/dp/B01B8IRWLW""},{""name"":""Audio CD"",""price"":""$14.98"",""url"":""/Hamilton-Revolution-Lin-Manuel-Miranda/dp/1478913649""}]",1408709236,,1408709236,"https://images-na.ssl-images-amazon.com/images/I/516YwgSk16L._SX218_BO1,204,203,200_QL40_ML2_.jpg",4.9 out of 5 stars,,,,,,,,,,,,,,American Made Books,"['By Lin-Manuel Miranda', 'Jeremy McCarter']"
Hatchet: 20th Anniversary Edition,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Hatchet-Brians-Saga-Book-1-ebook/dp/B002MBLU9U""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hatchet-Gary-Paulsen-audiobook/dp/B0000X8R9S""},{""name"":""Paperback"",""price"":""$6.10"",""url"":""/Hatchet-Gary-Paulsen/dp/1416936475""},{""name"":""Mass Market Paperback"",""price"":""$6.51"",""url"":""/Hatchet-Gary-Paulsen/dp/1416936467""},{""name"":""Audio CD"",""price"":""$25.00"",""url"":""/Hatchet-Gary-Paulsen/dp/0807204773""}]",1416925082,,1416925082,"https://images-na.ssl-images-amazon.com/images/I/51vG69mG-hL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,-OnTimeBooks-,['Gary Paulsen']
Hatchet,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Hatchet-Brians-Saga-Book-1-ebook/dp/B002MBLU9U""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hatchet-Gary-Paulsen-audiobook/dp/B0000X8R9S""},{""name"":""Hardcover"",""price"":""$11.59"",""url"":""/Hatchet-Gary-Paulsen/dp/0689840926""},{""name"":""Paperback"",""price"":""$6.10"",""url"":""/Hatchet-Gary-Paulsen/dp/1416936475""},{""name"":""Audio CD"",""price"":""$25.00"",""url"":""/Hatchet-Gary-Paulsen/dp/0807204773""}]",1416936467,,1416936467,"https://images-na.ssl-images-amazon.com/images/I/510ZzAKcP6L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,Clean Earth Books,['Gary Paulsen']
Hatchet,,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]",,,,,2006/12/26,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Hatchet-Brians-Saga-Book-1-ebook/dp/B002MBLU9U""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hatchet-Gary-Paulsen-audiobook/dp/B0000X8R9S""},{""name"":""Hardcover"",""price"":""$11.59"",""url"":""/Hatchet-Gary-Paulsen/dp/0689840926""},{""name"":""Mass Market Paperback"",""price"":""$6.51"",""url"":""/Hatchet-Gary-Paulsen/dp/1416936467""},{""name"":""Audio CD"",""price"":""$25.00"",""url"":""/Hatchet-Gary-Paulsen/dp/0807204773""}]",1416936475,,1416936475,"https://images-na.ssl-images-amazon.com/images/I/512l-APNsEL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.7 out of 5 stars,,,,True,False,False,,,,,,,,Amazon,['Gary Paulsen']
Hard Luck (Diary of a Wimpy Kid #8),,"[""Books"",""Children's Books"",""Humor""]",,,,,2013/11/05,,"[{""name"":""Kindle & comiXology"",""price"":""$1.99"",""url"":""/Hard-Luck-Diary-Wimpy-Book-ebook/dp/B00CA8DEGC""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Diary-of-Wimpy-Kid-Hard-Luck-audiobook/dp/B00ES4VXX2""},{""name"":""Paperback"",""price"":""$11.35"",""url"":""/Hard-Luck-Diary-Wimpy-book/dp/0141355484""},{""name"":""Mass Market Paperback"",""price"":""$17.28"",""url"":""/Hard-Luck-Jeff-Kinney/dp/0143308084""},{""name"":""Audio CD"",""price"":""$5.33"",""url"":""/Diary-Wimpy-Kid-Hard-Luck/dp/147038163X""}]",1419741942,,1419741942,"https://images-na.ssl-images-amazon.com/images/I/51xkPEm4b0L._SY291_BO1,204,203,200_QL40_ML2_.jpg",4.8 out of 5 stars,,,,False,False,False,,,,,,,,Goodwill of Colorado,['Jeff Kinney']
How to Win Friends and Influence People,,"[""Books"",""Self-Help"",""Relationships""]",,,,,,,"[{""name"":""Kindle"",""price"":""$13.99"",""url"":""/How-Win-Friends-Influence-People-ebook/dp/B003WEAI4E""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/How-Win-Friends-Influence-People/dp/B0006IU7JK""},{""name"":""Paperback"",""price"":""$10.99"",""url"":""/How-Win-Friends-Influence-People/dp/0671027034""},{""name"":""Mass Market Paperback"",""price"":""$14.50"",""url"":""/How-Win-Friends-Influence-People/dp/0671723650""},{""name"":""Audio CD"",""price"":""$26.65"",""url"":""/Win-Friends-Influence-People-audio-cd/dp/1508241880""},{""name"":""Multimedia CD"",""price"":""$29.99"",""url"":""/How-Win-Friends-Influence-People/dp/B005HBRY9C""}]",1439167346,,1439167346,"https://images-na.ssl-images-amazon.com/images/I/516c0M+4C+L._SY344_BO1,204,203,200_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,gatecitybooks,['Dale Carnegie']
Home Body,,"[""Books"",""Literature & Fiction"",""Poetry""]",,,,,,,"[{""name"":""Kindle"",""price"":""$7.11"",""url"":""/Home-Body-Rupi-Kaur-ebook/dp/B08HZGFG3V""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Audible-Home-Body/dp/B09CFP1LC1""},{""name"":""Hardcover"",""price"":""$17.49"",""url"":""/Home-Body-Rupi-Kaur/dp/1524869678""},{""name"":""Spiral-bound"",""price"":"""",""url"":""/Home-Body-Rupi-Kaur/dp/B09DMWJD3B""},{""name"":""Audio CD"",""price"":""$14.99"",""url"":""/Home-Body-Rupi-Kaur/dp/1797136941""}]",1449486800,,1449486800,"https://images-na.ssl-images-amazon.com/images/I/411td83IBxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.8 out of 5 stars,,,,,,,,,,,,,,Amazon,['Rupi Kaur']
Hamilton: The Revolution,,"[""Books"",""Arts & Photography"",""Performing Arts""]",,,,,,,"[{""name"":""Kindle"",""price"":""$21.99"",""url"":""/Hamilton-Revolution-Lin-Manuel-Miranda-ebook/dp/B015X056G4""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hamilton-audiobook/dp/B01B8IRWLW""},{""name"":""Audio CD"",""price"":""$14.98"",""url"":""/Hamilton-Revolution-Lin-Manuel-Miranda/dp/1478913649""}]",1455539740,,1455539740,"https://images-na.ssl-images-amazon.com/images/I/41CCiE1aWuL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",4.9 out of 5 stars,,,,,,,,,,,,,,LBV Enterprises LLC,['Lin-Manuel Mirandajeremy McCarter']
Hopeless,,"[""Books"",""Literature & Fiction"",""Erotica""]",,,,,,,"[{""name"":""Kindle"",""price"":""$5.99"",""url"":""/Hopeless-Colleen-Hoover-ebook/dp/B00AQ3K8IU""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hopeless-Colleen-Hoover-audiobook/dp/B00CS7QULQ""},{""name"":""Library Binding"",""price"":""$31.99"",""url"":""/Hopeless/dp/2298118337""},{""name"":""Audio CD"",""price"":""$10.99"",""url"":""/Hopeless-Colleen-Hoover/dp/1480563579""}]",147674355X,,147674355X,"https://images-na.ssl-images-amazon.com/images/I/41fqePIBxTL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",4.6 out of 5 stars,,,,,,,,,,,,,,Amazon,['Colleen Hoover']
Hamilton: The Revolution,,"[""Books"",""Arts & Photography"",""Performing Arts""]",,,,,,,"[{""name"":""Kindle"",""price"":""$21.99"",""url"":""/Hamilton-Revolution-Lin-Manuel-Miranda-ebook/dp/B015X056G4""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hamilton-audiobook/dp/B01B8IRWLW""},{""name"":""Hardcover"",""price"":""$23.69"",""url"":""/Hamilton-Revolution-Lin-Manuel-Miranda/dp/1455539740""}]",1478913649,,1478913649,"https://images-na.ssl-images-amazon.com/images/I/519V+msUN3L._SX258_BO1,204,203,200_.jpg",4.9 out of 5 stars,,,,,,,,,,,,,,8 trax media8 trax mediaPrime Goods Outlet,['Lin-Manuel Mirandajeremy McCarter']
Hatchet: 30th Anniversary Edition,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",,,,,,,"[{""name"":""Kindle"",""price"":""$0.00"",""url"":""/Hatchet-Brians-Saga-Book-1-ebook/dp/B002MBLU9U""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/Hatchet-Gary-Paulsen-audiobook/dp/B0000X8R9S""},{""name"":""Hardcover"",""price"":""$11.59"",""url"":""/Hatchet-Gary-Paulsen/dp/0689840926""},{""name"":""Mass Market Paperback"",""price"":""$6.51"",""url"":""/Hatchet-Gary-Paulsen/dp/1416936467""},{""name"":""Audio CD"",""price"":""$25.00"",""url"":""/Hatchet-Gary-Paulsen/dp/0807204773""}]",1481486292,,1481486292,"https://images-na.ssl-images-amazon.com/images/I/61DA6i+VaeL._SY344_BO1,204,203,200_.jpg",4.7 out of 5 stars,,,,,,,,,,,,,,Vivé Liber Books LLC,['Gary Paulsen']
How to Catch a Mermaid,,"[""Books"",""Children's Books"",""Literature & Fiction""]",,,,,,,"[{""name"":""Kindle"",""price"":""$5.69"",""url"":""/How-Catch-Mermaid-Adam-Wallace-ebook/dp/B082MPD5Z7""},{""name"":""Audiobook"",""price"":""Audiobook $0.00"",""url"":""/How-to-Catch-a-Mermaid/dp/B07KWD34CL""},{""name"":""Audio CD"",""price"":"""",""url"":""/How-Catch-Mermaid-Adam-Wallace/dp/1974921123""},{""name"":""Digital"",""price"":"""",""url"":""/How-to-Catch-a-Mermaid/dp/1492662488""}]",149266247X,,149266247X,"https://images-na.ssl-images-amazon.com/images/I/61ZUGka8uNL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",4.8 out of 5 stars,,,,,,,,,,,,,,Amazon,['Adam Wallaceandy Elkerton']
